cell_id,x1,y1,x2,y2,if_plate_id,position,sample,atlas_name,antibody,ensembl_ids,gene_names,locations,Gene,is_multi_localized,Reliability (IF),s3_path
4.0,366.0,410.0,658.0,614.0,205,B6,2,U2OS,CAB002433,ENSG00000072571,HMMR,Microtubules,HMMR,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/205/B6/2/4_cell_image.png
8.0,185.0,236.0,839.0,788.0,204,B6,1,A-431,CAB002433,ENSG00000072571,HMMR,Cytosol,HMMR,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/204/B6/1/8_cell_image.png
2.0,268.0,333.0,756.0,691.0,203,B6,2,U-251MG,CAB002433,ENSG00000072571,HMMR,Microtubules,HMMR,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/203/B6/2/2_cell_image.png
1.0,263.0,129.0,761.0,895.0,203,B6,1,U-251MG,CAB002433,ENSG00000072571,HMMR,Microtubules,HMMR,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/203/B6/1/1_cell_image.png
5.0,272.0,250.0,752.0,774.0,205,B6,2,U2OS,CAB002433,ENSG00000072571,HMMR,Microtubules,HMMR,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/205/B6/2/5_cell_image.png
2.0,181.0,181.0,843.0,843.0,204,B6,2,A-431,CAB002433,ENSG00000072571,HMMR,Cytosol,HMMR,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/204/B6/2/2_cell_image.png
5.0,270.0,310.0,754.0,714.0,659,A12,1,A-431,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/659/A12/1/5_cell_image.png
5.0,143.0,206.0,881.0,818.0,659,A12,2,A-431,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/659/A12/2/5_cell_image.png
1.0,305.0,164.0,719.0,860.0,653,A12,1,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/1/1_cell_image.png
10.0,186.0,294.0,838.0,730.0,658,A12,2,U-251MG,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/658/A12/2/10_cell_image.png
6.0,34.0,267.0,990.0,757.0,653,A12,1,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/1/6_cell_image.png
6.0,261.0,225.0,763.0,799.0,659,A12,2,A-431,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/659/A12/2/6_cell_image.png
7.0,282.0,273.0,742.0,751.0,653,A12,2,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/2/7_cell_image.png
3.0,192.0,223.0,832.0,801.0,653,A12,2,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/2/3_cell_image.png
8.0,113.0,94.0,911.0,930.0,659,A12,2,A-431,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/659/A12/2/8_cell_image.png
8.0,375.0,87.0,649.0,937.0,658,A12,1,U-251MG,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/658/A12/1/8_cell_image.png
11.0,276.0,317.0,748.0,707.0,658,A12,1,U-251MG,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/658/A12/1/11_cell_image.png
10.0,183.0,272.0,841.0,752.0,653,A12,1,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/1/10_cell_image.png
6.0,252.0,196.0,772.0,828.0,658,A12,2,U-251MG,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/658/A12/2/6_cell_image.png
4.0,106.0,185.0,918.0,839.0,653,A12,2,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/2/4_cell_image.png
12.0,201.0,17.0,823.0,1007.0,658,A12,1,U-251MG,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/658/A12/1/12_cell_image.png
3.0,365.0,382.0,659.0,642.0,658,A12,1,U-251MG,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/658/A12/1/3_cell_image.png
4.0,-10.0,328.0,1034.0,696.0,653,A12,1,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/1/4_cell_image.png
8.0,286.0,246.0,738.0,778.0,653,A12,2,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/2/8_cell_image.png
5.0,308.0,112.0,716.0,912.0,658,A12,2,U-251MG,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/658/A12/2/5_cell_image.png
9.0,214.0,340.0,810.0,684.0,653,A12,1,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/1/9_cell_image.png
7.0,296.0,76.0,728.0,948.0,653,A12,1,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/1/7_cell_image.png
6.0,283.0,229.0,741.0,795.0,658,A12,1,U-251MG,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/658/A12/1/6_cell_image.png
5.0,192.0,242.0,832.0,782.0,653,A12,1,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/1/5_cell_image.png
13.0,374.0,368.0,650.0,656.0,658,A12,2,U-251MG,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/658/A12/2/13_cell_image.png
1.0,353.0,276.0,671.0,748.0,658,A12,2,U-251MG,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/658/A12/2/1_cell_image.png
10.0,112.0,368.0,912.0,656.0,653,A12,2,U2OS,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/653/A12/2/10_cell_image.png
7.0,172.0,186.0,852.0,838.0,659,A12,1,A-431,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/659/A12/1/7_cell_image.png
2.0,155.0,158.0,869.0,866.0,659,A12,2,A-431,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/659/A12/2/2_cell_image.png
1.0,219.0,317.0,805.0,707.0,659,A12,2,A-431,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/659/A12/2/1_cell_image.png
1.0,222.0,204.0,802.0,820.0,659,A12,1,A-431,CAB002575,ENSG00000134954,ETS1,Nucleoplasm,ETS1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/659/A12/1/1_cell_image.png
1.0,216.0,258.0,808.0,766.0,624,B5,1,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/1/1_cell_image.png
6.0,228.0,180.0,796.0,844.0,624,B5,1,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/1/6_cell_image.png
3.0,356.0,214.0,668.0,810.0,628,B5,2,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/2/3_cell_image.png
5.0,194.0,74.0,830.0,950.0,624,B5,2,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/2/5_cell_image.png
7.0,239.0,176.0,785.0,848.0,628,B5,2,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/2/7_cell_image.png
8.0,243.0,175.0,781.0,849.0,630,B5,2,U2OS,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/630/B5/2/8_cell_image.png
11.0,275.0,-3.0,749.0,1027.0,628,B5,1,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/1/11_cell_image.png
4.0,334.0,295.0,690.0,729.0,628,B5,2,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/2/4_cell_image.png
6.0,303.0,53.0,721.0,971.0,630,B5,1,U2OS,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/630/B5/1/6_cell_image.png
4.0,226.0,109.0,798.0,915.0,624,B5,2,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/2/4_cell_image.png
8.0,210.0,-137.0,814.0,1161.0,630,B5,1,U2OS,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/630/B5/1/8_cell_image.png
4.0,171.0,289.0,853.0,735.0,624,B5,1,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/1/4_cell_image.png
4.0,16.0,129.0,1008.0,895.0,630,B5,1,U2OS,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/630/B5/1/4_cell_image.png
10.0,191.0,18.0,833.0,1006.0,628,B5,1,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/1/10_cell_image.png
9.0,269.0,78.0,755.0,946.0,624,B5,1,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/1/9_cell_image.png
1.0,281.0,392.0,743.0,632.0,628,B5,1,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/1/1_cell_image.png
7.0,241.0,179.0,783.0,845.0,624,B5,1,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/1/7_cell_image.png
5.0,300.0,232.0,724.0,792.0,624,B5,1,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/1/5_cell_image.png
1.0,249.0,71.0,775.0,953.0,630,B5,1,U2OS,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/630/B5/1/1_cell_image.png
3.0,176.0,310.0,848.0,714.0,628,B5,1,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/1/3_cell_image.png
9.0,72.0,167.0,952.0,857.0,628,B5,2,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/2/9_cell_image.png
1.0,231.0,-70.0,793.0,1094.0,630,B5,2,U2OS,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/630/B5/2/1_cell_image.png
10.0,180.0,206.0,844.0,818.0,628,B5,2,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/2/10_cell_image.png
6.0,222.0,16.0,802.0,1008.0,630,B5,2,U2OS,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/630/B5/2/6_cell_image.png
7.0,188.0,295.0,836.0,729.0,624,B5,2,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/2/7_cell_image.png
1.0,219.0,219.0,805.0,805.0,624,B5,2,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/2/1_cell_image.png
8.0,227.0,128.0,797.0,896.0,624,B5,2,A-431,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/624/B5/2/8_cell_image.png
8.0,270.0,237.0,754.0,787.0,628,B5,1,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/1/8_cell_image.png
6.0,337.0,328.0,687.0,696.0,628,B5,2,U-251MG,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/628/B5/2/6_cell_image.png
7.0,163.0,123.0,861.0,901.0,630,B5,2,U2OS,CAB003769,ENSG00000115966,ATF2,Nucleoplasm,ATF2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/630/B5/2/7_cell_image.png
1.0,226.0,-12.0,798.0,1036.0,630,H2,2,U2OS,CAB005044,ENSG00000167641,PPP1R14A,Nucleoplasm,PPP1R14A,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/630/H2/2/1_cell_image.png
