Unnamed: 0,cell_id,x1,y1,x2,y2,if_plate_id,position,sample,atlas_name,antibody,ensembl_ids,gene_names,locations,Gene,is_multi_localized,Reliability (IF),s3_folder_prefix
4441,4.0,283.0,188.0,741.0,836.0,1005,D10,1,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4442,5.0,333.0,212.0,691.0,812.0,1005,D10,1,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4443,6.0,62.0,119.0,962.0,905.0,1005,D10,1,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4444,7.0,184.0,165.0,840.0,859.0,1005,D10,1,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4445,8.0,346.0,289.0,678.0,735.0,1005,D10,1,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4446,9.0,398.0,426.0,626.0,598.0,1005,D10,1,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4447,1.0,175.0,168.0,849.0,856.0,1005,D10,2,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4448,2.0,195.0,86.0,829.0,938.0,1005,D10,2,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4449,3.0,271.0,159.0,753.0,865.0,1005,D10,2,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4450,4.0,228.0,235.0,796.0,789.0,1005,D10,2,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4451,5.0,167.0,279.0,857.0,745.0,1005,D10,2,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
4452,6.0,251.0,113.0,773.0,911.0,1005,D10,2,A-431,HPA059540,ENSG00000198700,IPO9,"Cytosol,Vesicles",IPO9,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1005/
7992,1.0,251.0,96.0,773.0,928.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
7993,2.0,288.0,255.0,736.0,769.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
7994,3.0,306.0,105.0,718.0,919.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
7995,4.0,149.0,35.0,875.0,989.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
7996,5.0,48.0,187.0,976.0,837.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
7997,6.0,292.0,210.0,732.0,814.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
7998,7.0,287.0,21.0,737.0,1003.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
7999,8.0,231.0,105.0,793.0,919.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
8000,9.0,143.0,-80.0,881.0,1104.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
8001,10.0,288.0,61.0,736.0,963.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
8002,11.0,209.0,149.0,815.0,875.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
8003,12.0,309.0,275.0,715.0,749.0,1013,D11,1,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
8004,1.0,284.0,47.0,740.0,977.0,1013,D11,2,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
8005,2.0,215.0,206.0,809.0,818.0,1013,D11,2,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
8006,3.0,104.0,274.0,920.0,750.0,1013,D11,2,U2OS,HPA059507,ENSG00000176444,CLK2,"Nuclear bodies,Nucleoplasm",CLK2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1013/
11405,1.0,233.0,241.0,791.0,783.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11406,2.0,173.0,204.0,851.0,820.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11407,3.0,243.0,161.0,781.0,863.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11408,4.0,168.0,333.0,856.0,691.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11409,5.0,9.0,-76.0,1015.0,1100.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11410,6.0,277.0,248.0,747.0,776.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11411,7.0,67.0,309.0,957.0,715.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11412,8.0,139.0,324.0,885.0,700.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11413,9.0,271.0,243.0,753.0,781.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11414,10.0,248.0,193.0,776.0,831.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11415,11.0,85.0,246.0,939.0,778.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11416,12.0,303.0,102.0,721.0,922.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11417,13.0,178.0,8.0,846.0,1016.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11418,14.0,255.0,78.0,769.0,946.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
11419,15.0,314.0,349.0,710.0,675.0,1018,F7,1,U2OS,HPA059936,ENSG00000205922,ONECUT3,,ONECUT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1018/
12197,1.0,131.0,140.0,893.0,884.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12198,2.0,184.0,331.0,840.0,693.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12199,3.0,476.0,458.0,548.0,566.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12200,4.0,418.0,353.0,606.0,671.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12201,5.0,330.0,265.0,694.0,759.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12202,6.0,299.0,309.0,725.0,715.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12203,7.0,340.0,304.0,684.0,720.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12204,8.0,274.0,205.0,750.0,819.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12205,9.0,341.0,393.0,683.0,631.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12206,10.0,374.0,364.0,650.0,660.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12207,11.0,334.0,308.0,690.0,716.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12208,12.0,342.0,338.0,682.0,686.0,102,B4,1,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12209,1.0,442.0,446.0,582.0,578.0,102,B4,2,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12210,2.0,370.0,297.0,654.0,727.0,102,B4,2,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
12211,3.0,246.0,198.0,778.0,826.0,102,B4,2,U-251MG,HPA012867,ENSG00000135914,HTR2B,Nucleoplasm,HTR2B,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/102/
13667,1.0,396.0,288.0,628.0,736.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13668,2.0,344.0,342.0,680.0,682.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13669,3.0,383.0,310.0,641.0,714.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13670,4.0,341.0,265.0,683.0,759.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13671,5.0,362.0,384.0,662.0,640.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13672,6.0,320.0,393.0,704.0,631.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13673,7.0,322.0,309.0,702.0,715.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13674,8.0,221.0,354.0,803.0,670.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13675,9.0,385.0,273.0,639.0,751.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13676,10.0,258.0,319.0,766.0,705.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13677,11.0,358.0,329.0,666.0,695.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13678,12.0,396.0,353.0,628.0,671.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13679,13.0,302.0,335.0,722.0,689.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13680,14.0,349.0,384.0,675.0,640.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
13681,15.0,348.0,334.0,676.0,690.0,1020,F8,1,PC-3,HPA058416,ENSG00000175197,DDIT3,Nucleoplasm,DDIT3,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1020/
15072,1.0,218.0,-78.0,806.0,1102.0,1026,C1,2,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15073,2.0,206.0,-23.0,818.0,1047.0,1026,C1,2,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15074,3.0,79.0,250.0,945.0,774.0,1026,C1,2,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15075,4.0,45.0,140.0,979.0,884.0,1026,C1,2,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15076,5.0,62.0,182.0,962.0,842.0,1026,C1,2,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15077,6.0,34.0,275.0,990.0,749.0,1026,C1,2,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15078,7.0,-136.0,64.0,1160.0,960.0,1026,C1,2,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15079,8.0,234.0,147.0,790.0,877.0,1026,C1,2,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15080,1.0,359.0,338.0,665.0,686.0,1026,C1,3,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15081,2.0,295.0,217.0,729.0,807.0,1026,C1,3,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15082,3.0,113.0,150.0,911.0,874.0,1026,C1,3,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15083,4.0,153.0,46.0,871.0,978.0,1026,C1,3,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15084,5.0,196.0,127.0,828.0,897.0,1026,C1,3,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15085,6.0,162.0,255.0,862.0,769.0,1026,C1,3,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
15086,7.0,269.0,295.0,755.0,729.0,1026,C1,3,CACO-2,CAB009435,ENSG00000081181,ARG2,Mitochondria,ARG2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1026/
22223,1.0,291.0,246.0,733.0,778.0,1033,A4,1,PC-3,HPA027127,ENSG00000116922,C1orf109,"Cytosol,Nucleoplasm",C1orf109,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1033/
22224,2.0,277.0,369.0,747.0,655.0,1033,A4,1,PC-3,HPA027127,ENSG00000116922,C1orf109,"Cytosol,Nucleoplasm",C1orf109,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1033/
22225,3.0,232.0,322.0,792.0,702.0,1033,A4,1,PC-3,HPA027127,ENSG00000116922,C1orf109,"Cytosol,Nucleoplasm",C1orf109,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1033/
